epoch,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy,loss,accuracy,val_loss,val_accuracy
10,2.4209582805633545,0.3295247256755829,2.390439033508301,0.34293657541275024,2.125743865966797,0.4042559266090393,2.066826105117798,0.4162244200706482,1.9498399496078491,0.4624519348144531,1.9143882989883423,0.46727320551872253,1.7308458089828491,0.5016703605651855,1.7083251476287842,0.5029062628746033,0.9464033246040344,0.7091322541236877,1.0050545930862427,0.6884003281593323,0.8722884654998779,0.7323489189147949,0.9845556020736694,0.7015416026115417,0.7087035775184631,0.7910501956939697,0.8683469891548157,0.7381855249404907,0.6529483199119568,0.8049465417861938,0.9337342381477356,0.7270659804344177,,,,,,,,,,,,,,,,
11,2.3668856620788574,0.35268521308898926,2.3337881565093994,0.3692191243171692,2.0243782997131348,0.4262654185295105,1.9739699363708496,0.4316401481628418,1.8717314004898071,0.48120489716529846,1.843942642211914,0.483699768781662,1.671043872833252,0.513320803642273,1.656044602394104,0.5132676362991333,0.916496992111206,0.7196597456932068,0.9848483204841614,0.6952236890792847,0.8488227128982544,0.7395076155662537,0.9751933813095093,0.70609050989151,0.6761163473129272,0.80295330286026,0.8563130497932434,0.7434925436973572,0.6159945726394653,0.8162600994110107,0.9353028535842896,0.7290877103805542,,,,,,,,,,,,,,,,
12,2.307032585144043,0.37682828307151794,2.272371530532837,0.38867831230163574,1.9403717517852783,0.4446534216403961,1.899078607559204,0.454637348651886,1.8043513298034668,0.49765586853027344,1.7831201553344727,0.4970937669277191,1.6196329593658447,0.5227253437042236,1.6106042861938477,0.5233762860298157,0.8896054625511169,0.7289520502090454,0.9671775102615356,0.7007834315299988,0.8271284699440002,0.7470031976699829,0.9671569466590881,0.7091230750083923,0.6460286378860474,0.8122456073760986,0.8471360802650452,0.7434925436973572,0.5807507038116455,0.8277420401573181,0.9403318762779236,0.7293404340744019,,,,,,,,,,,,,,,,
13,2.2439932823181152,0.39549702405929565,2.2092320919036865,0.407632052898407,1.8724291324615479,0.4599533975124359,1.8381767272949219,0.46727320551872253,1.7457904815673828,0.5101765990257263,1.730420708656311,0.5059388279914856,1.5744001865386963,0.5316526889801025,1.5711017847061157,0.5334849953651428,0.8651424646377563,0.7374863028526306,0.9516561627388,0.7038160562515259,0.8066933155059814,0.7536004185676575,0.9604852795600891,0.7091230750083923,0.6179950833320618,0.8209483027458191,0.8404117226600647,0.7487996220588684,0.5469049215316772,0.8380450010299683,0.9485437870025635,0.7285822629928589,,,,,,,,,,,,,,,,
14,2.1803741455078125,0.41388505697250366,2.1465492248535156,0.4230477809906006,1.8162195682525635,0.4716038405895233,1.787081003189087,0.476876437664032,1.6942431926727295,0.5186827778816223,1.6838115453720093,0.5165529251098633,1.5341579914093018,0.5416748523712158,1.5356972217559814,0.5408137440681458,0.8427019119262695,0.7443923354148865,0.9379276633262634,0.7076067924499512,0.7872938513755798,0.7603380084037781,0.9548202157020569,0.7113975286483765,0.5916550159454346,0.8282754421234131,0.8358139395713806,0.7515794634819031,0.5144389867782593,0.8492742776870728,0.9597024917602539,0.7278240919113159,,,,,,,,,,,,,,,,
15,2.118208885192871,0.4281463027000427,2.086265802383423,0.43745261430740356,1.7684471607208252,0.48179444670677185,1.7437154054641724,0.48521608114242554,1.6481835842132568,0.5283961892127991,1.642177939414978,0.5241344571113586,1.497550368309021,0.552090048789978,1.5034373998641968,0.5501642823219299,0.8219704031944275,0.751522958278656,0.925768256187439,0.7129138112068176,0.7688202261924744,0.7661491632461548,0.9502453804016113,0.7144301533699036,0.5667624473571777,0.8360236883163452,0.8331064581871033,0.7538539171218872,0.4831630289554596,0.859717607498169,0.9737638831138611,0.7258023619651794,,,,,,,,,,,,,,,,
16,2.0591113567352295,0.4415934383869171,2.029634475708008,0.45059388875961304,1.727150321006775,0.4892619550228119,1.7059181928634644,0.4917867183685303,1.6068881750106812,0.5374076962471008,1.6049542427062988,0.5329795479774475,1.463618278503418,0.560483992099762,1.47346031665802,0.5577457547187805,0.802718997001648,0.7571938037872314,0.915032148361206,0.7159464359283447,0.7512204051017761,0.7708654999732971,0.9466421604156494,0.7177154421806335,0.543091356754303,0.8428735733032227,0.8320894837379456,0.7536012530326843,0.45306992530822754,0.8701608777046204,0.9906063675880432,0.7270659804344177,,,,,,,,,,,,,,,,
17,2.004115104675293,0.45388954877853394,1.9774971008300781,0.4589335322380066,1.6905936002731323,0.4962802827358246,1.6726713180541992,0.4991154968738556,1.5695629119873047,0.5458016395568848,1.5712504386901855,0.5395501852035522,1.4317128658294678,0.5691586136817932,1.445290446281433,0.5650745630264282,0.7847762107849121,0.7633979916572571,0.9055415987968445,0.71973717212677,0.7345011830329895,0.7768450975418091,0.9440203309059143,0.7194844484329224,0.520478367805481,0.8493304252624512,0.8325852155685425,0.7536012530326843,,,,,,,,,,,,,,,,,,,,
18,1.9536818265914917,0.465090811252594,1.929936408996582,0.47156938910484314,1.6583714485168457,0.5022037625312805,1.6437678337097168,0.5056861639022827,1.5353869199752808,0.5536621809005737,1.5402876138687134,0.5504170060157776,1.40163254737854,0.5784228444099426,1.4188463687896729,0.5721506476402283,0.7679876089096069,0.7694337368011475,0.8971784710884094,0.7240333557128906,0.7186151146888733,0.7819544672966003,0.9423214793205261,0.7207480669021606,0.4987908601760864,0.8560961484909058,0.8344739675521851,0.7533485293388367,,,,,,,,,,,,,,,,,,,,
19,1.907728910446167,0.47480419278144836,1.8867172002792358,0.47763457894325256,1.6297657489776611,0.5081552863121033,1.6181973218917847,0.5107404589653015,1.503913164138794,0.5611016154289246,1.5118845701217651,0.55724036693573,1.3732569217681885,0.5859745740890503,1.3937747478485107,0.5774576663970947,0.752216100692749,0.7743746638298035,0.8898165822029114,0.7260550856590271,0.7035006284713745,0.7866708040237427,0.9415988922119141,0.7222643494606018,0.4779331088066101,0.8629460334777832,0.837632954120636,0.7520849108695984,,,,,,,,,,,,,,,,,,,,
20,1.86593759059906,0.4846579134464264,1.847412347793579,0.483699768781662,1.6039427518844604,0.5140226483345032,1.5952434539794922,0.5170583724975586,1.4747686386108398,0.5688217878341675,1.4854997396469116,0.5628001093864441,1.346416711807251,0.5940597057342529,1.3704372644424438,0.5842810273170471,0.7373562455177307,0.77858567237854,0.8833574652671814,0.7293404340744019,0.6891348361968994,0.7918643355369568,0.9417554140090942,0.7242860794067383,,,,,,,,,,,,,,,,,,,,,,,,
21,1.8277863264083862,0.49187275767326355,1.8115346431732178,0.49077585339546204,1.5803484916687012,0.5210129022598267,1.5743740797042847,0.5226181745529175,1.4475476741790771,0.5755874514579773,1.4608547687530518,0.5706343054771423,1.3212175369262695,0.6015552878379822,1.3484786748886108,0.5900934934616089,0.7233100533485413,0.7829370498657227,0.8777101039886475,0.731614887714386,0.6754031181335449,0.7965525984764099,0.9426576495170593,0.7252969741821289,,,,,,,,,,,,,,,,,,,,,,,,
22,1.792752742767334,0.49762779474258423,1.7785592079162598,0.4965883195400238,1.5584893226623535,0.5278627872467041,1.5551576614379883,0.5271670818328857,1.4219648838043213,0.5821004509925842,1.4376953840255737,0.5754359364509583,1.297338843345642,0.6083770990371704,1.3277089595794678,0.5981804728507996,0.7099922895431519,0.7867269515991211,0.8728064894676208,0.7321203351020813,0.6622692942619324,0.8002021312713623,0.9441465139389038,0.7278240919113159,,,,,,,,,,,,,,,,,,,,,,,,
23,1.7604008913040161,0.5035793781280518,1.748115062713623,0.5026535391807556,1.5380690097808838,0.5345442295074463,1.5373170375823975,0.5347485542297363,1.3978129625320435,0.5890626311302185,1.4158601760864258,0.5822592973709106,1.2746886014938354,0.6151989102363586,1.3082352876663208,0.6060146689414978,0.6973274946212769,0.7904045581817627,0.8685806393623352,0.7366691827774048,0.6496362686157227,0.8044131398200989,0.9462888836860657,0.7280768156051636,,,,,,,,,,,,,,,,,,,,,,,,
24,1.7303651571273804,0.508660614490509,1.719893217086792,0.5079605579376221,1.5188220739364624,0.5410572290420532,1.5205069780349731,0.5403082966804504,1.374931812286377,0.5947614908218384,1.3952255249023438,0.5893353819847107,1.2532118558883667,0.6221610903739929,1.2898736000061035,0.6103108525276184,0.6852514743804932,0.7940540909767151,0.8649831414222717,0.7384382486343384,0.6374140977859497,0.80775386095047,0.9490526914596558,0.7270659804344177,,,,,,,,,,,,,,,,,,,,,,,,
25,1.702341079711914,0.5133769512176514,1.6936008930206299,0.5120040774345398,1.5005182027816772,0.5473456382751465,1.5045721530914307,0.544604480266571,1.3531941175460815,0.5993936061859131,1.3756768703460693,0.5928733944892883,1.232841968536377,0.628028392791748,1.2726668119430542,0.6168814897537231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.676103115081787,0.5170264840126038,1.669010043144226,0.5152893662452698,1.482998013496399,0.5524550080299377,1.4893702268600464,0.5511751174926758,1.3324944972991943,0.6045591235160828,1.3571287393569946,0.6009603142738342,1.2136152982711792,0.6335307955741882,1.2564908266067505,0.6242102980613708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1.6514678001403809,0.5212936401367188,1.6459581851959229,0.5195855498313904,1.466168999671936,0.5579293370246887,1.4747782945632935,0.5559767484664917,1.3127520084381104,0.6094157695770264,1.3394948244094849,0.6052564978599548,1.1954317092895508,0.6389208436012268,1.2412863969802856,0.6269901394844055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1.6282830238342285,0.5253362059593201,1.624300479888916,0.5236290097236633,1.449937343597412,0.562336802482605,1.4607411623001099,0.5600202083587646,1.2938898801803589,0.6148900985717773,1.3227183818817139,0.6115744113922119,1.1781953573226929,0.6432441473007202,1.227038025856018,0.6292645931243896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1.606393575668335,0.5294910073280334,1.6039063930511475,0.5286833643913269,1.4342461824417114,0.5661267042160034,1.4472020864486694,0.5648218393325806,1.2758407592773438,0.6186519265174866,1.3067326545715332,0.615365207195282,1.1618175506591797,0.6470059752464294,1.2136337757110596,0.6348243951797485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1.5856643915176392,0.5338423848152161,1.5846338272094727,0.5332322716712952,1.4190478324890137,0.5713483691215515,1.4340996742248535,0.5703816413879395,1.2585456371307373,0.6223856806755066,1.2914783954620361,0.6206722259521484,1.1462135314941406,0.6516100168228149,1.2009958028793335,0.6396259665489197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1.5659863948822021,0.5382218360900879,1.5663704872131348,0.538286566734314,1.4043227434158325,0.5749979019165039,1.421404480934143,0.5734142065048218,1.2419525384902954,0.6267370581626892,1.2769083976745605,0.6239575743675232,1.131306529045105,0.6564947366714478,1.1891824007034302,0.6426585912704468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1.5472617149353027,0.5429381728172302,1.5489957332611084,0.5415719151496887,1.3900419473648071,0.5792089104652405,1.4090529680252075,0.5761941075325012,1.2260115146636963,0.6304708123207092,1.2629810571670532,0.6267374157905579,1.1171865463256836,0.6595828533172607,1.1780792474746704,0.6459438800811768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1.5293934345245361,0.5474860072135925,1.5324302911758423,0.546120822429657,1.3761546611785889,0.5830268859863281,1.396998405456543,0.5815011262893677,1.2106813192367554,0.6345975399017334,1.2496528625488281,0.6307809352874756,1.1037086248397827,0.6634289026260376,1.1675710678100586,0.647965669631958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1.512298583984375,0.5523707866668701,1.5165833234786987,0.5504170060157776,1.3626080751419067,0.5871536731719971,1.3852120637893677,0.5830174684524536,1.1959211826324463,0.6384435892105103,1.2368847131729126,0.6317917704582214,1.0907988548278809,0.6671345829963684,1.1576406955718994,0.6507455110549927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1.4959075450897217,0.5564695000648499,1.5013935565948486,0.5537022948265076,1.349344253540039,0.5908032059669495,1.3735798597335815,0.5883244872093201,1.1816964149475098,0.6430476307868958,1.2246438264846802,0.6335607767105103,1.0784363746643066,0.6705875992774963,1.1482794284820557,0.6515036821365356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1.4801573753356934,0.5613542795181274,1.4868175983428955,0.5567349195480347,1.3363521099090576,0.5943123698234558,1.362213373184204,0.5926206707954407,1.167974591255188,0.6467252373695374,1.2128947973251343,0.636087954044342,1.0666385889053345,0.6740406155586243,1.139465093612671,0.6535254120826721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.4649943113327026,0.5646388530731201,1.4727919101715088,0.5602729320526123,1.3236243724822998,0.5980180501937866,1.351043462753296,0.5948951244354248,1.1547291278839111,0.6507116556167603,1.2016115188598633,0.6386151313781738,1.0553473234176636,0.6768760085105896,1.1311222314834595,0.6550416946411133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1.450368881225586,0.5687937140464783,1.4592669010162354,0.5643163919448853,1.3111211061477661,0.6025939583778381,1.3400068283081055,0.5984331369400024,1.1419340372085571,0.6540243029594421,1.1907707452774048,0.6411423087120056,1.0445057153701782,0.6801325082778931,1.1232184171676636,0.6588324308395386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1.4362335205078125,0.5729485154151917,1.4461902379989624,0.5665908455848694,1.298814058303833,0.6058223843574524,1.3290879726409912,0.6022239327430725,1.1295623779296875,0.6581510901451111,1.1803479194641113,0.6454384922981262,1.0340770483016968,0.6829679012298584,1.1157147884368896,0.6603487730026245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.4225537776947021,0.5771033763885498,1.433542013168335,0.5706343054771423,1.2866780757904053,0.6094719171524048,1.3182717561721802,0.6044983863830566,1.117590069770813,0.6614918112754822,1.1703170537948608,0.6497346758842468,1.0240395069122314,0.6858313679695129,1.1085890531539917,0.661612331867218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1.4093029499053955,0.5806125402450562,1.4212933778762817,0.5746778249740601,1.274704933166504,0.6131775975227356,1.3075717687606812,0.6072782278060913,1.1059993505477905,0.6651694178581238,1.1606565713882446,0.6517564058303833,1.014371633529663,0.6889756321907043,1.1018260717391968,0.6638867855072021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1.3964524269104004,0.5842620730400085,1.4094316959381104,0.5766995549201965,1.2628852128982544,0.6169113516807556,1.2970128059387207,0.6108162999153137,1.0947721004486084,0.6688470244407654,1.1513506174087524,0.6532726883888245,1.005036473274231,0.6916145086288452,1.0953919887542725,0.6664139628410339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1.383980631828308,0.5876589417457581,1.3979222774505615,0.5807430148124695,1.2512412071228027,0.6206451058387756,1.2865917682647705,0.6125853061676025,1.0838919878005981,0.6724123358726501,1.1423792839050293,0.6578215956687927,0.996004045009613,0.6946183443069458,1.0892603397369385,0.6696992516517639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1.3718661069869995,0.591111958026886,1.386754035949707,0.5835228562355042,1.2397733926773071,0.6246315240859985,1.2763198614120483,0.6163760423660278,1.0733407735824585,0.676118016242981,1.1337262392044067,0.6595906019210815,0.9872573614120483,0.6971168518066406,1.0834167003631592,0.6704574227333069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1.3600915670394897,0.5945930480957031,1.3759135007858276,0.5860500335693359,1.2284942865371704,0.6287021636962891,1.2662041187286377,0.6199141144752502,1.0631040334701538,0.6788691878318787,1.1253769397735596,0.6621177792549133,0.9787645936012268,0.6998400092124939,1.0778497457504272,0.6712155938148499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1.3486419916152954,0.5972881317138672,1.3653846979141235,0.5913571119308472,1.2174100875854492,0.6323236227035522,1.2562768459320068,0.6239575743675232,1.0531660318374634,0.681339681148529,1.1173194646835327,0.6648976802825928,0.9705156683921814,0.702113926410675,1.0725066661834717,0.6729846000671387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1.337506890296936,0.6000673770904541,1.3551568984985352,0.5954005718231201,1.2065342664718628,0.6355801224708557,1.2465628385543823,0.6264846920967102,1.0435168743133545,0.6847084760665894,1.10953950881958,0.6664139628410339,0.9625317454338074,0.7043316960334778,1.0674108266830444,0.6729846000671387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1.3266714811325073,0.6027904748916626,1.3452186584472656,0.5979277491569519,1.1958823204040527,0.6390892863273621,1.237073302268982,0.629770040512085,1.0341382026672363,0.6877965331077576,1.1020227670669556,0.6679302453994751,0.9547897577285767,0.707054853439331,1.062523603439331,0.6742481589317322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1.3161253929138184,0.6054854989051819,1.3355605602264404,0.5996967554092407,1.1854597330093384,0.6421211957931519,1.2278258800506592,0.6322972178459167,1.025020956993103,0.6904915571212769,1.0947564840316772,0.6689411401748657,0.9472599625587463,0.7090761065483093,1.0578523874282837,0.6765226125717163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
